,GI,TG,CO2 Avoided (pounds),CO2 Avoided ($),CO2 Sequestered (pounds),CO2 Sequestered ($),Electricity Saved (kWh),Electricity Saved ($),Fuel Saved (MMBtu),Fuel Saved ($),Tree Biomass (short ton),Rainfall Interception (gallons),Avoided Runoff (gallons),Avoided Runoff ($),O3 Removed (pounds),NO2 Avoided (pounds),NO2 Removed (pounds),SO2 Avoided (pounds),SO2 Removed (pounds),VOC Avoided (pounds),PM2.5 Avoided (pounds),PM2.5 Removed (pounds)
7,6,"(1) Maple, Silver (Acer saccharinum)  at 27.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"11,031.2",$256.55,"2,337.8",$268.54,52.4,$660.93,4.7,"58,853.1","7,997.3",$71.46,23.2,1.9,7.1,30.9,2.9,0.3,0.2,0.9
8,7,"(1) Maple, Silver (Acer saccharinum)  at 23.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,965.0",$324.78,"2,447.5",$281.14,52.4,$660.93,4.8,"73,063.9","9,928.4",$88.72,25.4,1.9,7.6,31.2,3.2,0.3,0.2,0.9
9,8,"(1) Maple, Silver (Acer saccharinum)  at 30.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,833.5",$344.98,"2,447.5",$281.14,52.4,$660.93,6.1,"89,322.3","12,137.7",$108.46,23.3,1.9,6.5,31.2,3.1,0.3,0.2,0.6
10,9,"(1) Maple, Silver (Acer saccharinum)  at 28.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,753.0",$343.11,"2,447.5",$281.14,52.4,$660.93,5.7,"84,858.5","11,531.1",$103.04,24.1,1.9,6.9,31.2,3.2,0.3,0.2,0.6
11,10,"(1) Maple, Silver (Acer saccharinum)  at 24.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,187.1",$329.95,"2,447.5",$281.14,52.4,$660.93,5.0,"75,483.3","10,257.1",$91.66,25.2,1.9,7.5,31.2,3.2,0.3,0.2,0.8
2,1,"(1) Maple, Silver (Acer saccharinum)  at 38.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,388.6",$334.63,"2,447.5",$281.14,52.4,$660.93,7.7,"106,977.6","14,536.8",$129.90,19.3,1.9,4.9,31.2,2.7,0.3,0.2,0.3
3,2,"(1) Maple, Silver (Acer saccharinum)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,119.2",$305.11,"2,447.5",$281.14,52.4,$660.93,4.2,"65,678.8","8,924.9",$79.75,25.5,1.9,7.8,31.2,3.2,0.3,0.2,1.0
4,3,"(1) Maple, Silver (Acer saccharinum)  at 18.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"12,413.5",$288.70,"2,447.5",$281.14,52.4,$660.93,3.8,"60,682.4","8,245.9",$73.69,25.2,1.9,7.9,31.2,3.2,0.3,0.2,1.0
5,4,"(1) Maple, Silver (Acer saccharinum)  at 16.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"11,603.8",$269.87,"2,447.5",$281.14,52.4,$660.93,3.4,"55,661.9","7,563.7",$67.59,24.6,1.9,7.8,31.2,3.1,0.3,0.2,1.1
6,5,"(1) Maple, Silver (Acer saccharinum)  at 34.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,711.8",$342.15,"2,447.5",$281.14,52.4,$660.93,6.9,"98,063.8","13,325.5",$119.08,21.5,1.9,5.7,31.2,2.9,0.3,0.2,0.4
7,6,"(1) Maple, Silver (Acer saccharinum)  at 32.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,799.0",$344.18,"2,447.5",$281.14,52.4,$660.93,6.5,"93,673.3","12,728.9",$113.75,22.4,1.9,6.1,31.2,3.0,0.3,0.2,0.5
8,7,"(1) Maple, Silver (Acer saccharinum)  at 40.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,152.9",$329.15,"2,447.5",$281.14,52.4,$660.93,8.2,"111,497.3","15,151.0",$135.39,18.2,1.9,4.5,31.2,2.6,0.3,0.2,0.3
9,8,"(1) Maple, Silver (Acer saccharinum)  at 36.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,574.9",$338.97,"2,447.5",$281.14,52.4,$660.93,7.3,"102,499.2","13,928.2",$124.46,20.4,1.9,5.3,31.2,2.8,0.3,0.2,0.4
10,9,"(1) Maple, Silver (Acer saccharinum)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,535.2",$338.04,"2,447.5",$281.14,52.4,$660.93,5.3,"80,236.3","10,903.0",$97.43,24.7,1.9,7.2,31.2,3.2,0.3,0.2,0.7
11,10,"(1) Maple, Silver (Acer saccharinum)  at 43.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,707.5",$318.79,"2,447.5",$281.14,52.4,$660.93,8.9,"118,350.7","16,082.2",$143.71,16.4,1.9,3.9,31.2,2.4,0.3,0.2,0.2
2,1,"(1) Maple, Silver (Acer saccharinum)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,712.4",$318.91,"2,447.5",$281.14,52.4,$660.93,4.6,"70,621.1","9,596.4",$85.75,25.5,1.9,7.7,31.2,3.2,0.3,0.2,0.9
3,2,"(1) Maple, Silver (Acer saccharinum)  at 44.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,534.6",$314.77,"2,447.5",$281.14,52.4,$660.93,9.1,"120,654.2","16,395.3",$146.51,15.8,1.9,3.7,31.2,2.3,0.3,0.2,0.2
4,3,"(1) Maple, Silver (Acer saccharinum)  at 32.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"11,256.4",$261.79,"2,337.8",$268.54,52.4,$660.93,5.7,"67,608.0","9,187.0",$82.10,23.5,1.9,7.0,30.9,3.0,0.3,0.2,0.8
5,4,"(1) Maple, Silver (Acer saccharinum)  at 42.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,868.2",$322.53,"2,447.5",$281.14,52.4,$660.93,8.6,"116,056.6","15,770.5",$140.93,17.0,1.9,4.1,31.2,2.4,0.3,0.2,0.2
6,5,"(1) Maple, Silver (Acer saccharinum)  at 28.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"11,136.3",$259.00,"2,337.8",$268.54,52.4,$660.93,4.9,"60,657.9","8,242.6",$73.66,23.3,1.9,7.1,30.9,2.9,0.3,0.2,0.8
7,6,"(1) Maple, Silver (Acer saccharinum)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"10,055.3",$233.86,"2,337.8",$268.54,52.4,$660.93,3.7,"49,503.9","6,726.9",$60.11,21.8,1.9,6.9,30.9,2.7,0.3,0.2,0.9
8,7,"(1) Maple, Silver (Acer saccharinum)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"9,473.1",$220.31,"2,337.8",$268.54,52.4,$660.93,3.3,"45,676.8","6,206.9",$55.46,20.9,1.9,6.6,30.9,2.6,0.3,0.2,0.9
9,8,"(1) Maple, Silver (Acer saccharinum)  at 45.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,349.5",$310.47,"2,447.5",$281.14,52.4,$660.93,9.4,"122,966.9","16,709.5",$149.32,15.3,1.9,3.5,31.2,2.2,0.3,0.2,0.2
10,9,"(1) Maple, Silver (Acer saccharinum)  at 18.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"8,794.8",$204.54,"2,337.8",$268.54,52.4,$660.93,2.9,"41,843.8","5,686.0",$50.81,19.7,1.9,6.3,30.9,2.4,0.3,0.2,0.9
11,10,"(1) Maple, Silver (Acer saccharinum)  at 50.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"12,242.6",$284.72,"2,447.5",$281.14,52.4,$660.93,10.7,"134,662.9","18,298.8",$163.52,12.5,1.9,2.7,31.2,1.9,0.3,0.2,0.1
2,1,"(1) Maple, Silver (Acer saccharinum)  at 46.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,152.3",$305.88,"2,447.5",$281.14,52.4,$660.93,9.6,"125,288.6","17,025.0",$152.14,14.7,1.9,3.4,31.2,2.2,0.3,0.2,0.1
3,2,"(1) Maple, Silver (Acer saccharinum)  at 34.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"11,219.7",$260.94,"2,337.8",$268.54,52.4,$660.93,6.1,"71,070.6","9,657.5",$86.30,23.4,1.9,6.9,30.9,3.0,0.3,0.2,0.7
4,3,"(1) Maple, Silver (Acer saccharinum)  at 24.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"10,532.0",$244.94,"2,337.8",$268.54,52.4,$660.93,4.1,"53,295.2","7,242.1",$64.72,22.5,1.9,7.0,30.9,2.8,0.3,0.2,0.9
5,4,"(1) Maple, Silver (Acer saccharinum)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"10,894.9",$253.38,"2,337.8",$268.54,52.4,$660.93,4.5,"57,022.2","7,748.5",$69.24,23.0,1.9,7.1,30.9,2.9,0.3,0.2,0.9
6,5,"(1) Maple, Silver (Acer saccharinum)  at 14.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"10,699.1",$248.83,"2,447.5",$281.14,52.4,$660.93,3.0,"50,648.1","6,882.4",$61.50,23.7,1.9,7.6,31.2,2.9,0.3,0.2,1.1
7,6,"(1) Maple, Silver (Acer saccharinum)  at 36.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"11,142.0",$259.13,"2,337.8",$268.54,52.4,$660.93,6.5,"74,566.7","10,132.6",$90.54,23.1,1.9,6.7,30.9,3.0,0.3,0.2,0.7
8,7,"(1) Maple, Silver (Acer saccharinum)  at 54.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"11,140.9",$259.10,"2,447.5",$281.14,52.4,$660.93,11.8,"144,170.5","19,590.8",$175.06,10.4,1.9,2.1,31.2,1.6,0.3,0.2,0.1
9,8,"(1) Maple, Silver (Acer saccharinum)  at 48.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"12,721.5",$295.86,"2,447.5",$281.14,52.4,$660.93,10.1,"129,958.5","17,659.6",$157.81,13.6,1.9,3.0,31.2,2.0,0.3,0.2,0.1
10,9,"(1) Maple, Silver (Acer saccharinum)  at 17.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"12,021.0",$279.57,"2,447.5",$281.14,52.4,$660.93,3.6,"58,173.3","7,905.0",$70.64,25.0,1.9,7.9,31.2,3.1,0.3,0.2,1.0
11,10,"(1) Maple, Silver (Acer saccharinum)  at 29.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,810.7",$344.45,"2,447.5",$281.14,52.4,$660.93,5.9,"87,111.6","11,837.3",$105.78,23.7,1.9,6.7,31.2,3.1,0.3,0.2,0.6
2,1,"(1) Maple, Silver (Acer saccharinum)  at 8.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","11,374.0",$264.52,"7,717.1",$179.48,"2,079.5",$238.87,44.2,$557.38,1.9,"35,922.2","4,881.3",$43.62,18.9,1.6,6.2,26.4,2.3,0.3,0.2,1.0
3,2,"(1) Maple, Silver (Acer saccharinum)  at 14.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"7,273.0",$169.15,"2,337.8",$268.54,52.4,$660.93,2.2,"34,270.5","4,656.9",$41.61,16.9,1.9,5.5,30.9,2.1,0.3,0.2,0.8
4,3,"(1) Maple, Silver (Acer saccharinum)  at 10.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","12,070.0",$280.71,"8,709.5",$202.56,"2,208.5",$253.68,46.9,$591.37,2.3,"40,762.4","5,539.1",$49.50,20.8,1.7,6.8,28.0,2.5,0.3,0.2,1.0
5,4,"(1) Maple, Silver (Acer saccharinum)  at 9.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","11,721.4",$272.60,"8,212.0",$190.99,"2,144.5",$246.33,45.5,$574.31,2.1,"38,332.9","5,208.9",$46.55,19.9,1.7,6.5,27.2,2.4,0.3,0.2,1.0
6,5,"(1) Maple, Silver (Acer saccharinum)  at 41.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,016.7",$325.98,"2,447.5",$281.14,52.4,$660.93,8.4,"113,772.1","15,460.1",$138.15,17.6,1.9,4.3,31.2,2.5,0.3,0.2,0.2
7,6,"(1) Maple, Silver (Acer saccharinum)  at 33.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,761.6",$343.31,"2,447.5",$281.14,52.4,$660.93,6.7,"95,862.8","13,026.4",$116.40,21.9,1.9,5.9,31.2,3.0,0.3,0.2,0.5
8,7,"(1) Maple, Silver (Acer saccharinum)  at 21.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"9,776.8",$227.38,"2,337.8",$268.54,52.4,$660.93,3.5,"47,593.0","6,467.2",$57.79,21.4,1.9,6.8,30.9,2.6,0.3,0.2,0.9
9,8,"(1) Maple, Silver (Acer saccharinum)  at 31.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,824.0",$344.76,"2,447.5",$281.14,52.4,$660.93,6.3,"91,495.5","12,433.0",$111.10,22.9,1.9,6.3,31.2,3.1,0.3,0.2,0.5
10,9,"(1) Maple, Silver (Acer saccharinum)  at 11.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","12,419.1",$288.83,"9,209.6",$214.19,"2,271.0",$260.86,48.2,$608.57,2.4,"43,209.7","5,871.6",$52.47,21.7,1.8,7.1,28.8,2.6,0.3,0.2,1.1
11,10,"(1) Maple, Silver (Acer saccharinum)  at 23.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"10,307.4",$239.72,"2,337.8",$268.54,52.4,$660.93,3.9,"51,405.9","6,985.4",$62.42,22.2,1.9,7.0,30.9,2.8,0.3,0.2,0.9
2,1,"(1) Maple, Silver (Acer saccharinum)  at 35.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,649.5",$340.70,"2,447.5",$281.14,52.4,$660.93,7.1,"100,276.0","13,626.1",$121.76,20.9,1.9,5.5,31.2,2.9,0.3,0.2,0.4
3,2,"(1) Maple, Silver (Acer saccharinum)  at 112.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"5,656.6",$131.56,"2,447.5",$281.14,52.4,$660.93,36.6,"182,436.9","24,790.7",$221.53,0.0,1.9,0.0,31.2,0.0,0.3,0.2,0.0
4,3,"(1) Maple, Silver (Acer saccharinum)  at 19.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"12,780.1",$297.23,"2,447.5",$281.14,52.4,$660.93,4.0,"63,185.8","8,586.1",$76.73,25.4,1.9,7.9,31.2,3.2,0.3,0.2,1.0
5,4,"(1) Maple, Silver (Acer saccharinum)  at 35.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"11,185.9",$260.15,"2,337.8",$268.54,52.4,$660.93,6.3,"72,814.6","9,894.5",$88.42,23.3,1.9,6.8,30.9,3.0,0.3,0.2,0.7
6,5,"(1) Maple, Silver (Acer saccharinum)  at 31.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"11,259.2",$261.85,"2,337.8",$268.54,52.4,$660.93,5.5,"65,889.8","8,953.5",$80.01,23.5,1.9,7.1,30.9,3.0,0.3,0.2,0.8
7,6,"(1) Maple, Silver (Acer saccharinum)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"10,728.2",$249.50,"2,337.8",$268.54,52.4,$660.93,4.3,"55,168.5","7,496.6",$66.99,22.8,1.9,7.1,30.9,2.9,0.3,0.2,0.9
8,7,"(1) Maple, Silver (Acer saccharinum)  at 0.0 inch DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","4,390.1",$102.10,"2,167.6",$50.41,770.0,$88.45,17.2,$217.36,0.5,"9,741.4","1,323.7",$11.83,4.5,0.6,1.5,10.2,0.6,0.1,0.1,0.2
9,8,"(1) Maple, Silver (Acer saccharinum)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"16,407.7",$381.59,"2,546.3",$292.48,52.4,$660.93,4.9,"85,644.3","11,637.9",$104.00,25.2,1.9,7.3,31.5,3.3,0.3,0.2,0.8
10,9,"(1) Maple, Silver (Acer saccharinum)  at 34.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"17,761.6",$413.08,"2,546.3",$292.48,52.4,$660.93,7.6,"123,826.3","16,826.3",$150.36,16.5,1.9,4.0,31.5,2.4,0.3,0.2,0.2
11,10,"(1) Maple, Silver (Acer saccharinum)  at 28.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"17,943.8",$417.32,"2,546.3",$292.48,52.4,$660.93,6.5,"108,303.2","14,716.9",$131.51,20.5,1.9,5.4,31.5,2.8,0.3,0.2,0.4
2,1,"(1) Maple, Silver (Acer saccharinum)  at 30.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"17,984.0",$418.25,"2,546.3",$292.48,52.4,$660.93,6.8,"113,552.9","15,430.3",$137.89,19.1,1.9,4.9,31.5,2.7,0.3,0.2,0.3
3,2,"(1) Maple, Silver (Acer saccharinum)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"16,989.0",$395.11,"2,546.3",$292.48,52.4,$660.93,5.3,"91,510.9","12,435.1",$111.12,24.2,1.9,6.9,31.5,3.2,0.3,0.2,0.7
4,3,"(1) Maple, Silver (Acer saccharinum)  at 32.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"17,902.7",$416.36,"2,546.3",$292.48,52.4,$660.93,7.2,"118,666.2","16,125.1",$144.09,17.8,1.9,4.4,31.5,2.5,0.3,0.2,0.3
5,4,"(1) Maple, Silver (Acer saccharinum)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"17,618.2",$409.74,"2,546.3",$292.48,52.4,$660.93,5.9,"100,079.6","13,599.5",$121.52,22.5,1.9,6.1,31.5,3.0,0.3,0.2,0.5
6,5,"(1) Maple, Silver (Acer saccharinum)  at 33.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"17,839.2",$414.88,"2,546.3",$292.48,52.4,$660.93,7.4,"121,239.2","16,474.8",$147.22,17.1,1.9,4.2,31.5,2.4,0.3,0.2,0.2
